Words,Reading,Meaning
N4,,
祈る,,
いのる,,
to pray,,
N4,,
TOP 5000,,
美しい,,
うつくしい,,
beautiful,,
N4,,
TOP 1000,,
片付ける,,
かたづける,,
to tidy up; ...,,
N4,,
TOP 5000,,
気分,,
きぶん,,
feeling,,
N4,,
TOP 2500,,
細かい,,
こまかい,,
small; ...,,
N4,,
TOP 2500,,
趣味,,
しゅみ,,
hobby; ...,,
N4,,
TOP 2500,,
教育,,
きょういく,,
training,,
N4,,
TOP 2500,,
遠く,,
とおく,,
far away,,
N4,,
TOP 10000,,
済む,,
すむ,,
to finish; ...,,
N4,,
TOP 2500,,
丁寧,,
ていねい,,
polite; ...,,
N4,,
TOP 2500,,
そう,,
so; ...,,
N4,,
TOP 200,,
包む,,
つつむ,,
to wrap up; ...,,
N4,,
TOP 5000,,
ステレオ,,
stereo,,
N4,,
すっかり,,
all,,
N4,,
TOP 5000,,
すっと,,
straight; ...,,
N4,,
指,,
ゆび,,
finger,,
N4,,
TOP 2500,,
すると,,
thereupon,,
N4,,
原因,,
げんいん,,
cause,,
N4,,
TOP 400,,
テキスト,,
text; ...,,
N4,,
TOP 5000,,
失敗,,
しっぱい,,
failure,,
N4,,
TOP 2500,,
通う,,
かよう,,
to go to and from; ...,,
N4,,
TOP 1000,,
ステーキ,,
steak,,
N4,,
TOP 10000,,
裏,,
うら,,
bottom; ...,,
N4,,
TOP 2500,,
理由,,
りゆう,,
reason,,
N4,,
TOP 300,,
世界,,
せかい,,
the world; ...,,
N4,,
TOP 300,,
開く,,
ひらく,,
to open; ...,,
N4,,
TOP 1000,,
思い出す,,
おもいだす,,
to recall,,
N4,,
TOP 2500,,
無理,,
むり,,
unreasonable; ...,,
N4,,
TOP 1000,,
住所,,
じゅうしょ,,
address,,
N4,,
TOP 2500,,
屋上,,
おくじょう,,
rooftop,,
N4,,
TOP 10000,,
今夜,こんや,this evening
小説,しょうせつ,novel
工場,こうじょう,factory
小鳥,ことり,small bird
文法,ぶんぽう,grammar
優しい,やさしい,tender
