Words,Reading,Meaning
霜,,
しも,,
frost,,
N3,,
覚ます,,
さます,,
to awaken; ...,,
N3,,
覚悟,,
かくご,,
resolution,,
N3,,
TOP 5000,,
覚める,,
さめる,,
to wake; ...,,
N3,,
TOP 10000,,
ごめんなさい,,
I beg your pardon,,
N3,,
TOP 5000,,
抵抗,,
ていこう,,
resistance; ...,,
N3,,
TOP 5000,,
見当,,
けんとう,,
aim,,
N3,,
合図,,
あいず,,
sign,,
N3,,
マスター,,
to master; ...,,
N3,,
TOP 5000,,
正式,,
せいしき,,
due form,,
N3,,
TOP 5000,,
賛成,,
さんせい,,
approval,,
N3,,
TOP 10000,,
別に,,
べつに,,
(not) particularly; ...,,
N3,,
TOP 2500,,
別れ,,
わかれ,,
parting,,
N3,,
TOP 10000,,
底,,
そこ,,
bottom,,
N3,,
TOP 5000,,
はさみ,,
scissors; ...,,
N3,,
TOP 10000,,
服装,,
ふくそう,,
garments,,
N3,,
TOP 5000,,
合計,,
ごうけい,,
sum total,,
N3,,
TOP 2500,,
癖,,
くせ,,
habit; ...,,
N3,,
TOP 5000,,
装置,,
そうち,,
equipment,,
N3,,
TOP 5000,,
自慢,,
じまん,,
pride,,
N3,,
TOP 5000,,
正午,,
しょうご,,
noon,,
N3,,
見送り,,
みおくり,,
seeing one off,,
N3,,
幅,,
はば,,
width; ...,,
N3,,
TOP 2500,,
極,,
きょく,,
pole; ...,,
N3,,
TOP 10000,,
空,,
から,,
emptiness,,
N3,,
訓,,
くん,,
native Japanese reading (rendering) of a Chinese character,,
N3,,
署名,,
しょめい,,
signature,,
N3,,
TOP 10000,,
演奏,,
えんそう,,
musical performance,,
N3,,
TOP 2500,,
触れる,,
ふれる,,
to touch; ...,,
N3,,
TOP 2500,,
自動,,
じどう,,
automatic; ...,,
N3,,
TOP 2500,,
積もる,,
つもる,,
to pile up; ...,,
N3,,
TOP 10000,,
合わせる,,
あわせる,,
to match; ...,,
N3,,
TOP 1000,,
完全,,
かんぜん,,
perfection,,
N3,,
TOP 1000,,
スケート,,
skating,,
N3,,
表情,,
ひょうじょう,,
facial expression; ...,,
N3,,
TOP 2500,,
あんなに,,
to that extent,,
N3,,
TOP 10000,,
ばったり,,
with a clash; ...,,
N3,,
完了,,
かんりょう,,
completion; ...,,
N3,,
TOP 2500,,
悪魔,,
あくま,,
devil; ...,,
N3,,
TOP 5000,,
表面,,
ひょうめん,,
surface; ...,,
N3,,
TOP 2500,,
見事,,
みごと,,
splendid; ...,,
N3,,
TOP 2500,,
合格,,
ごうかく,,
success,,
N3,,
TOP 2500,,
具体,,
ぐたい,,
concrete,,
N3,,
誰か,,
だれか,,
someone,,
N3,,
TOP 2500,,
石炭,,
せきたん,,
coal,,
N3,,
ところで,,
by the way; ...,,
N3,,
TOP 1000,,
いわゆる,,
what is called,,
N3,,
TOP 2500,,
にっこり,,
smile sweetly,,
N3,,
ノック,,
knock; ...,,
N3,,
義務,,
ぎむ,,
duty,,
N3,,
TOP 5000,,
表現,,
ひょうげん,,
expression; ...,,
N3,,
TOP 1000,,
たまらない,,
intolerable; ...,,
N3,,
TOP 10000,,
履く,,
はく,,
to put on; ...,,
N3,,
TOP 2500,,
見解,,
けんかい,,
opinion,,
N3,,
TOP 10000,,
回り,,
まわり,,
rotation; ...,,
N3,,
TOP 10000,,
エネルギー,,
energy; ...,,
N3,,
TOP 2500,,
石油,,
せきゆ,,
oil,,
N3,,
TOP 10000,,
握手,,
あくしゅ,,
handshake,,
N3,,
握る,,
にぎる,,
to clasp; ...,,
N3,,
TOP 5000,,
ゴール,,
goal; ...,,
N3,,
TOP 5000,,
完成,,
かんせい,,
complete; ...,,
N3,,
TOP 2500,,
職業,,
しょくぎょう,,
occupation,,
N3,,
TOP 1000,,
墓,,
はか,,
gravesite,,
N3,,
TOP 5000,,
暮らす,,
くらす,,
to live; ...,,
N3,,
TOP 2500,,
暮れ,,
くれ,,
sunset; ...,,
N3,,
我々,,
われわれ,,
we,,
N3,,
TOP 2500,,
敬意,,
けいい,,
respect,,
N3,,
暮らし,,
くらし,,
life,,
N3,,
TOP 2500,,
奪う,,
うばう,,
to snatch away,,
N3,,
TOP 5000,,
自身,,
じしん,,
by oneself,,
N3,,
TOP 1000,,
いらいら,,
getting nervous,,
N3,,
TOP 5000,,
景気,,
けいき,,
condition,,
N3,,
TOP 10000,,
贅沢,,
ぜいたく,,
luxury; ...,,
N3,,
TOP 5000,,
自然,,
しぜん,,
nature; ...,,
N3,,
TOP 1000,,
嫁,,
よめ,,
wife; ...,,
N3,,
TOP 5000,,
借金,,
しゃっきん,,
debt,,
N3,,
TOP 5000,,
粗い,,
あらい,,
coarse,,
N3,,
植物,,
しょくぶつ,,
plant,,
N3,,
TOP 2500,,
叩く,,
たたく,,
to strike; ...,,
N3,,
TOP 5000,,
疑う,,
うたがう,,
to doubt,,
N3,,
TOP 5000,,
家事,,
かじ,,
housework; ...,,
N3,,
TOP 2500,,
達する,,
たっする,,
to reach,,
N3,,
TOP 5000,,
独身,,
どくしん,,
bachelorhood,,
N3,,
TOP 10000,,
家具,,
かぐ,,
furniture,,
N3,,
TOP 2500,,
疑問,,
ぎもん,,
question,,
N3,,
TOP 2500,,
掲示,,
けいじ,,
notice,,
N3,,
TOP 10000,,
ひく,,
to run somebody over,,
N3,,
歩道,,
ほどう,,
footpath,,
N3,,
TOP 10000,,
税金,,
ぜいきん,,
tax,,
N3,,
TOP 5000,,
毒,,
どく,,
poison; ...,,
N3,,
TOP 10000,,
位置,,
いち,,
place,,
N3,,
TOP 1000,,
痛み,,
いたみ,,
pain; ...,,
N3,,
TOP 1000,,
限界,,
げんかい,,
limit,,
N3,,
TOP 5000,,
限る,,
かぎる,,
to restrict; ...,,
N3,,
TOP 2500,,
両替,,
りょうがえ,,
change,,
N3,,
TOP 10000,,
型,,
かた,,
model; ...,,
N3,,
TOP 500,,
いただく,,
to receive; ...,,
N3,,
TOP 100,,
一方,,
いっぽう,,
one; ...,,
N3,,
TOP 1000,,
あちこち,,
here and there; ...,,
N3,,
TOP 5000,,
技師,,
ぎし,,
engineer,,
N3,,
邪魔,,
じゃま,,
hindrance; ...,,
N3,,
TOP 5000,,
個人,,
こじん,,
individual,,
N3,,
TOP 1000,,
捕まる,,
つかまる,,
to be caught; ...,,
N3,,
TOP 10000,,
オフィス,,
office,,
N3,,
TOP 5000,,
契約,,
けいやく,,
contract,,
N3,,
TOP 1000,,
譲る,,
ゆずる,,
to turn over; ...,,
N3,,
TOP 10000,,
一人一人,,
ひとりひとり,,
one by one,,
N3,,
TOP 5000,,
不満,,
ふまん,,
dissatisfaction,,
N3,,
TOP 5000,,
反抗,,
はんこう,,
opposition,,
N3,,
言語,,
げんご,,
language,,
N3,,
TOP 5000,,
特徴,,
とくちょう,,
feature,,
N3,,
TOP 500,,
不平,,
ふへい,,
complaint,,
N3,,
いけない,,
wrong; ...,,
N3,,
TOP 2500,,
申し込む,,
もうしこむ,,
to apply for,,
N3,,
TOP 2500,,
濃い,,
こい,,
deep (colour); ...,,
N3,,
TOP 2500,,
悩む,,
なやむ,,
to be worried,,
N3,,
TOP 1000,,
ことわざ,,
proverb,,
N3,,
燃える,,
もえる,,
to burn,,
N3,,
TOP 10000,,
どんなに,,
how,,
N3,,
TOP 5000,,
コーチ,,
coach,,
N3,,
TOP 5000,,
どんな,,
what; ...,,
N3,,
TOP 400,,
深刻,,
しんこく,,
serious,,
N3,,
TOP 5000,,
確認,,
かくにん,,
confirmation,,
N3,,
TOP 200,,
なぜなら,,
because,,
N3,,
TOP 5000,,
妙,,
みょう,,
strange; ...,,
N3,,
TOP 5000,,
可能,,
かのう,,
potential,,
N3,,
TOP 200,,
いわば,,
so to speak,,
N3,,
TOP 10000,,
幸運,,
こううん,,
good luck,,
N3,,
TOP 10000,,
いらっしゃい,,
come; ...,,
N3,,
TOP 5000,,
印刷,,
いんさつ,,
printing,,
N3,,
TOP 5000,,
トン,,
ton,,
N3,,
かもしれない,,
may,,
N3,,
TOP 1000,,
計画,,
けいかく,,
plan,,
N3,,
TOP 2500,,
恐れる,,
おそれる,,
to fear,,
N3,,
TOP 10000,,
有効,,
ゆうこう,,
validity,,
N3,,
TOP 2500,,
宝石,,
ほうせき,,
gem,,
N3,,
TOP 10000,,
タイプライター,,
typewriter,,
N3,,
数,,
かず,,
number,,
N3,,
TOP 2500,,
印,,
しるし,,
mark; ...,,
N3,,
TOP 10000,,
布,,
ぬの,,
cloth; ...,,
N3,,
TOP 5000,,
収める,,
おさめる,,
to dedicate; ...,,
N3,,
TOP 5000,,
計算,,
けいさん,,
calculation; ...,,
N3,,
TOP 2500,,
他,,
た,,
other,,
N3,,
TOP 500,,
鎖,,
くさり,,
chain,,
N3,,
ベルト,,
belt; ...,,
N3,,
TOP 5000,,
宝,,
たから,,
treasure,,
N3,,
TOP 10000,,
輪,,
わ,,
ring; ...,,
N3,,
TOP 10000,,
印象,,
いんしょう,,
impression,,
N3,,
TOP 1000,,
差別,,
さべつ,,
discrimination,,
N3,,
TOP 10000,,
主義,,
しゅぎ,,
doctrine,,
N3,,
TOP 10000,,
呼吸,,
こきゅう,,
breathing; ...,,
N3,,
TOP 5000,,
飯,,
めし,,
cooked rice; ...,,
N3,,
TOP 10000,,
突然,,
とつぜん,,
abrupt,,
N3,,
TOP 2500,,
消費,,
しょうひ,,
consumption,,
N3,,
TOP 2500,,
届く,,
とどく,,
to reach; ...,,
N3,,
TOP 1000,,
乗客,,
じょうきゃく,,
passenger,,
N3,,
TOP 10000,,
婦人,,
ふじん,,
woman,,
N3,,
歌手,,
かしゅ,,
singer,,
N3,,
TOP 5000,,
カード,,
card; ...,,
N3,,
TOP 400,,
消防,,
しょうぼう,,
fire fighting; ...,,
N3,,
ベンチ,,
bench,,
N3,,
TOP 10000,,
栄養,,
えいよう,,
nutrition,,
N3,,
TOP 2500,,
許す,,
ゆるす,,
to permit; ...,,
N3,,
TOP 2500,,
メンバー,,
member,,
N3,,
TOP 1000,,
夫人,,
ふじん,,
wife; ...,,
N3,,
TOP 10000,,
少女,,
しょうじょ,,
little girl; ...,,
N3,,
TOP 2500,,
中学,,
ちゅうがく,,
middle school,,
N3,,
TOP 5000,,
商人,,
しょうにん,,
trader,,
N3,,
おしゃべり,,
chattering; ...,,
N3,,
TOP 10000,,
傷,,
きず,,
wound; ...,,
N3,,
TOP 2500,,
少々,,
しょうしょう,,
just a minute,,
N3,,
TOP 5000,,
ソファ,,
sofa,,
N3,,
TOP 5000,,
ワイン,,
wine,,
N3,,
TOP 2500,,
鉄道,,
てつどう,,
railroad,,
N3,,
TOP 5000,,
カー,,
car,,
N3,,
TOP 10000,,
出席,,
しゅっせき,,
attendance; ...,,
N3,,
TOP 5000,,
中央,,
ちゅうおう,,
centre; ...,,
N3,,
TOP 2500,,
神経,,
しんけい,,
nerve; ...,,
N3,,
TOP 5000,,
徹夜,,
てつや,,
all night,,
N3,,
センター,,
centre,,
N3,,
TOP 2500,,
出身,,
しゅっしん,,
person's origin,,
N3,,
TOP 2500,,
徹底,,
てってい,,
thoroughness; ...,,
N3,,
TOP 5000,,
額,,
ひたい,,
forehead,,
N3,,
支払い,,
しはらい,,
payment,,
N3,,
TOP 2500,,
かかる,,
to take; ...,,
N3,,
TOP 300,,
営業,,
えいぎょう,,
business,,
N3,,
TOP 1000,,
真面目,,
まじめ,,
diligent,,
N3,,
TOP 5000,,
適用,,
てきよう,,
applying,,
N3,,
TOP 2500,,
伺う,,
うかがう,,
to ask; ...,,
N3,,
TOP 2500,,
適度,,
てきど,,
moderate,,
N3,,
TOP 5000,,
生じる,,
しょうじる,,
to produce; ...,,
N3,,
TOP 5000,,
適切,,
てきせつ,,
pertinent,,
N3,,
TOP 2500,,
哲学,,
てつがく,,
philosophy,,
N3,,
TOP 10000,,
影響,,
えいきょう,,
influence; ...,,
N3,,
TOP 500,,
収入,,
しゅうにゅう,,
income,,
N3,,
TOP 2500,,
問い,,
とい,,
question,,
N3,,
TOP 5000,,
お前,,
おまえ,,
you; ...,,
N3,,
TOP 5000,,
キャプテン,,
captain,,
N3,,
TOP 10000,,
パーセント,,
percent,,
N3,,
TOP 10000,,
交際,,
こうさい,,
company,,
N3,,
TOP 5000,,
おぼれる,,
to drown; ...,,
N3,,
もらう,,
to receive; ...,,
N3,,
TOP 500,,
ドレス,,
dress,,
N3,,
TOP 5000,,
需要,,
じゅよう,,
demand,,
N3,,
TOP 5000,,
もちろん,,
of course,,
N3,,
TOP 300,,
もっとも,,
but then; ...,,
N3,,
戻す,,
もどす,,
to put back; ...,,
N3,,
TOP 2500,,
刺激,,
しげき,,
stimulus,,
N3,,
TOP 2500,,
ブレーキ,,
brake,,
N3,,
TOP 5000,,
生き物,,
いきもの,,
living thing,,
N3,,
TOP 5000,,
学問,,
がくもん,,
scholarship; ...,,
N3,,
TOP 10000,,
収穫,,
しゅうかく,,
harvest; ...,,
N3,,
TOP 5000,,
バン,,
bun; ...,,
N3,,
目標,,
もくひょう,,
mark,,
N3,,
TOP 2500,,
巨大,,
きょだい,,
huge,,
N3,,
TOP 5000,,
交換,,
こうかん,,
exchange,,
N3,,
TOP 1000,,
適する,,
てきする,,
to fit,,
N3,,
TOP 5000,,
笛,,
ふえ,,
flute; ...,,
N3,,
幸せ,,
しあわせ,,
happiness,,
N3,,
TOP 1000,,
清潔,,
せいけつ,,
clean; ...,,
N3,,
TOP 5000,,
目的,,
もくてき,,
purpose,,
N3,,
TOP 500,,
失業,,
しつぎょう,,
unemployment,,
N3,,
餌,,
えさ,,
(animal) feed; ...,,
N3,,
TOP 5000,,
しまう,,
to finish; ...,,
N3,,
TOP 1000,,
偶然,,
ぐうぜん,,
(by) chance,,
N3,,
TOP 5000,,
助手,,
じょしゅ,,
helper,,
N3,,
誤り,,
あやまり,,
error,,
N3,,
TOP 10000,,
失う,,
うしなう,,
to lose,,
N3,,
TOP 2500,,
歓迎,,
かんげい,,
welcome,,
N3,,
TOP 5000,,
誤解,,
ごかい,,
misunderstanding,,
N3,,
TOP 5000,,
理解,,
りかい,,
understanding,,
N3,,
TOP 500,,
段,,
だん,,
step; ...,,
N3,,
TOP 5000,,
贈る,,
おくる,,
to give; ...,,
N3,,
TOP 5000,,
語学,,
ごがく,,
language study,,
N3,,
TOP 10000,,
助ける,,
たすける,,
to save; ...,,
N3,,
TOP 2500,,
しかる,,
to scold,,
N3,,
TOP 10000,,
仏,,
ほとけ,,
Buddha; ...,,
N3,,
克服,,
こくふく,,
conquest,,
N3,,
TOP 10000,,
サービス,,
service; ...,,
N3,,
TOP 200,,
利口,,
りこう,,
clever; ...,,
N3,,
書類,,
しょるい,,
documents,,
N3,,
TOP 2500,,
莫大,,
ばくだい,,
enormous; ...,,
N3,,
伸びる,,
のびる,,
to stretch; ...,,
N3,,
TOP 5000,,
感情,,
かんじょう,,
emotion,,
N3,,
TOP 2500,,
騒音,,
そうおん,,
noise,,
N3,,
TOP 10000,,
扱う,,
あつかう,,
to deal with; ...,,
N3,,
TOP 2500,,
感心,,
かんしん,,
admiration,,
N3,,
TOP 10000,,
騒ぎ,,
さわぎ,,
uproar,,
N3,,
利益,,
りえき,,
profit; ...,,
N3,,
TOP 2500,,
死亡,,
しぼう,,
death; ...,,
N3,,
TOP 5000,,
スタイル,,
figure; ...,,
N3,,
TOP 1000,,
増加,,
ぞうか,,
increase,,
N3,,
TOP 2500,,
増す,,
ます,,
to increase,,
N3,,
TOP 5000,,
田,,
た,,
rice field,,
N3,,
TOP 10000,,
感動,,
かんどう,,
being deeply moved emotionally,,
N3,,
TOP 2500,,
豪華,,
ごうか,,
wonderful,,
N3,,
TOP 5000,,
急に,,
きゅうに,,
swiftly; ...,,
N3,,
TOP 5000,,
丘,,
おか,,
hill; ...,,
N3,,
TOP 5000,,
食品,,
しょくひん,,
food,,
N3,,
TOP 2500,,
食物,,
しょくもつ,,
food,,
N3,,
よす,,
to cease,,
N3,,
嵐,,
あらし,,
storm; ...,,
N3,,
TOP 5000,,
食欲,,
しょくよく,,
appetite,,
N3,,
TOP 5000,,
書斎,,
しょさい,,
study,,
N3,,
食料,,
しょくりょう,,
food,,
N3,,
TOP 10000,,
食糧,,
しょくりょう,,
food,,
N3,,
跡,,
あと,,
trace; ...,,
N3,,
TOP 5000,,
患者,,
かんじゃ,,
(a) patient,,
N3,,
TOP 2500,,
スタンド,,
stands; ...,,
N3,,
TOP 5000,,
感じる,,
かんじる,,
to feel,,
N3,,
TOP 1000,,
感じ,,
かんじ,,
feeling,,
N3,,
TOP 200,,
追いつく,,
おいつく,,
to catch up (with); ...,,
N3,,
TOP 10000,,
尻,,
しり,,
buttocks; ...,,
N3,,
TOP 5000,,
書物,,
しょもつ,,
books,,
N3,,
つなぐ,,
to connect; ...,,
N3,,
TOP 2500,,
感覚,,
かんかく,,
sense,,
N3,,
TOP 1000,,
逆らう,,
さからう,,
to go against,,
N3,,
単純,,
たんじゅん,,
simplicity,,
N3,,
TOP 2500,,
感謝,,
かんしゃ,,
thanks,,
N3,,
TOP 1000,,
覆う,,
おおう,,
to cover,,
N3,,
TOP 5000,,
スター,,
star; ...,,
N3,,
TOP 5000,,
範囲,,
はんい,,
extent,,
N3,,
TOP 2500,,
伝統,,
でんとう,,
tradition,,
N3,,
TOP 5000,,
販売,,
はんばい,,
sales,,
N3,,
TOP 400,,
食事,,
しょくじ,,
meal; ...,,
N3,,
TOP 1000,,
得る,,
える,,
to get; ...,,
N3,,
TOP 2500,,
うまい,,
skillful; ...,,
N3,,
TOP 500,,
経由,,
けいゆ,,
through; ...,,
N3,,
TOP 5000,,
報告,,
ほうこく,,
report,,
N3,,
TOP 2500,,
食卓,,
しょくたく,,
dining table,,
N3,,
TOP 10000,,
単語,,
たんご,,
word,,
N3,,
TOP 5000,,
犯人,,
はんにん,,
offender,,
N3,,
TOP 5000,,
単位,,
たんい,,
unit; ...,,
N3,,
TOP 2500,,
ねずみ,,
mouse; ...,,
N3,,
TOP 10000,,
単なる,,
たんなる,,
mere,,
N3,,
TOP 5000,,
単に,,
たんに,,
simply,,
N3,,
TOP 5000,,
責める,,
せめる,,
to condemn; ...,,
N3,,
TOP 10000,,
支配,,
しはい,,
domination,,
N3,,
TOP 5000,,
支度,,
したく,,
preparation,,
N3,,
TOP 10000,,
支店,,
してん,,
branch office,,
N3,,
TOP 10000,,
責任,,
せきにん,,
duty; ...,,
N3,,
TOP 2500,,
犯罪,,
はんざい,,
crime,,
N3,,
TOP 5000,,
稲,,
いね,,
rice plant,,
N3,,
詰める,,
つめる,,
to stuff into; ...,,
N3,,
TOP 5000,,
主に,,
おもに,,
mainly,,
N3,,
TOP 2500,,
支払う,,
しはらう,,
to pay,,
N3,,
TOP 2500,,
議長,,
ぎちょう,,
chairman,,
N3,,
TOP 10000,,
経つ,,
たつ,,
to pass,,
N3,,
TOP 2500,,
議論,,
ぎろん,,
argument,,
N3,,
TOP 5000,,
家賃,,
やちん,,
rent,,
N3,,
TOP 5000,,
経営,,
けいえい,,
management,,
N3,,
TOP 2500,,
包み,,
つつみ,,
bundle; ...,,
N3,,
読書,,
どくしょ,,
reading,,
N3,,
TOP 5000,,
支える,,
ささえる,,
to support; ...,,
N3,,
TOP 2500,,
メモ,,
memo,,
N3,,
TOP 5000,,
組む,,
くむ,,
to cross; ...,,
N3,,
TOP 2500,,
板,,
いた,,
board; ...,,
N3,,
TOP 5000,,
経験,,
けいけん,,
experience,,
N3,,
TOP 400,,
左右,,
さゆう,,
left and right; ...,,
N3,,
TOP 2500,,
訴える,,
うったえる,,
to raise; ...,,
N3,,
TOP 5000,,
組織,,
そしき,,
organization; ...,,
N3,,
TOP 2500,,
組合,,
くみあい,,
association,,
N3,,
TOP 10000,,
支出,,
ししゅつ,,
expenditure,,
N3,,
TOP 10000,,
積極的,,
せっきょくてき,,
assertive,,
N3,,
TOP 2500,,
支給,,
しきゅう,,
provision,,
N3,,
TOP 5000,,
びっくり,,
to be surprised; ...,,
N3,,
TOP 2500,,
母親,,
ははおや,,
mother,,
N3,,
TOP 2500,,
混乱,,
こんらん,,
disorder,,
N3,,
TOP 5000,,
泳ぎ,,
およぎ,,
swimming,,
N3,,
素晴らしい,,
すばらしい,,
wonderful,,
N3,,
TOP 1000,,
素敵,,
すてき,,
lovely,,
N3,,
TOP 1000,,
友人,,
ゆうじん,,
friend,,
N3,,
TOP 1000,,
友情,,
ゆうじょう,,
friendship,,
N3,,
TOP 10000,,
議員,,
ぎいん,,
"member of the Diet, congress or parliament",,
N3,,
TOP 5000,,
議会,,
ぎかい,,
congress,,
N3,,
TOP 10000,,
付ける,,
つける,,
to attach; ...,,
N3,,
TOP 300,,
殺す,,
ころす,,
to kill,,
N3,,
TOP 5000,,
組,,
くみ,,
set; ...,,
N3,,
TOP 2500,,
誕生,,
たんじょう,,
birth,,
N3,,
TOP 2500,,
稼ぐ,,
かせぐ,,
to earn (income); ...,,
N3,,
TOP 2500,,
吸収,,
きゅうしゅう,,
absorption,,
N3,,
TOP 2500,,
泡,,
あわ,,
bubble,,
N3,,
TOP 5000,,
劇,,
げき,,
drama; ...,,
N3,,
TOP 10000,,
怠ける,,
なまける,,
to be idle; ...,,
N3,,
象,,
ぞう,,
elephant,,
N3,,
TOP 10000,,
試す,,
ためす,,
to attempt,,
N3,,
TOP 1000,,
試し,,
ためし,,
trial,,
N3,,
TOP 10000,,
つぐ,,
to pour,,
N3,,
詩人,,
しじん,,
poet,,
N3,,
取り上げる,,
とりあげる,,
to pick up; ...,,
N3,,
TOP 2500,,
比較,,
ひかく,,
comparison,,
N3,,
TOP 1000,,
劇場,,
げきじょう,,
theatre,,
N3,,
TOP 5000,,
疲れ,,
つかれ,,
tiredness,,
N3,,
TOP 5000,,
態度,,
たいど,,
attitude,,
N3,,
TOP 5000,,
わざと,,
on purpose,,
N3,,
TOP 10000,,
取れる,,
とれる,,
to come off; ...,,
N3,,
TOP 1000,,
ばか,,
fool; ...,,
N3,,
TOP 2500,,
ペンキ,,
paint,,
N3,,
ビール,,
beer,,
N3,,
TOP 2500,,
帯,,
おび,,
obi; ...,,
N3,,
TOP 10000,,
及ぼす,,
およぼす,,
to exert,,
N3,,
TOP 10000,,
誇り,,
ほこり,,
pride,,
N3,,
TOP 10000,,
迎え,,
むかえ,,
meeting,,
N3,,
衝突,,
しょうとつ,,
collision; ...,,
N3,,
TOP 10000,,
引用,,
いんよう,,
quotation,,
N3,,
TOP 5000,,
引退,,
いんたい,,
retire,,
N3,,
TOP 5000,,
負け,,
まけ,,
defeat,,
N3,,
TOP 10000,,
詳しい,,
くわしい,,
detailed; ...,,
N3,,
TOP 1000,,
想像,,
そうぞう,,
imagination,,
N3,,
TOP 2500,,
証明,,
しょうめい,,
proof,,
N3,,
TOP 5000,,
批評,,
ひひょう,,
criticism,,
N3,,
批判,,
ひはん,,
criticism,,
N3,,
TOP 5000,,
腐る,,
くさる,,
to rot; ...,,
N3,,
TOP 10000,,
主要,,
しゅよう,,
chief,,
N3,,
TOP 5000,,
注ぐ,,
そそぐ,,
to pour (into); ...,,
N3,,
TOP 5000,,
進める,,
すすめる,,
to advance,,
N3,,
TOP 1000,,
ダイヤ,,
diamond; ...,,
N3,,
TOP 10000,,
虎,,
とら,,
tiger; ...,,
N3,,
TOP 10000,,
育つ,,
そだつ,,
to be raised,,
N3,,
TOP 2500,,
谷,,
たに,,
valley,,
N3,,
TOP 5000,,
笑顔,,
えがお,,
smiling face,,
N3,,
TOP 2500,,
端,,
はし,,
end; ...,,
N3,,
TOP 10000,,
芸術,,
げいじゅつ,,
(fine) art,,
N3,,
TOP 5000,,
悲劇,,
ひげき,,
tragedy; ...,,
N3,,
TOP 10000,,
値,,
あたい,,
price; ...,,
N3,,
TOP 5000,,
方法,,
ほうほう,,
method,,
N3,,
TOP 200,,
悲しむ,,
かなしむ,,
to be sad,,
N3,,
泉,,
いずみ,,
spring,,
N3,,
TOP 10000,,
主婦,,
しゅふ,,
housewife,,
N3,,
TOP 2500,,
火曜,,
かよう,,
Tuesday,,
N3,,
父親,,
ちちおや,,
father,,
N3,,
TOP 2500,,
再び,,
ふたたび,,
again,,
N3,,
TOP 2500,,
身長,,
しんちょう,,
height,,
N3,,
TOP 1000,,
対象,,
たいしょう,,
target,,
N3,,
TOP 1000,,
彼ら,,
かれら,,
they,,
N3,,
TOP 2500,,
他人,,
たにん,,
another person; ...,,
N3,,
TOP 2500,,
つらい,,
painful; ...,,
N3,,
章,,
しょう,,
chapter; ...,,
N3,,
TOP 5000,,
笑い,,
わらい,,
laugh; ...,,
N3,,
TOP 5000,,
中止,,
ちゅうし,,
suspension,,
N3,,
TOP 5000,,
きちんと,,
precisely,,
N3,,
TOP 2500,,
鋭い,,
するどい,,
sharp (blade); ...,,
N3,,
TOP 10000,,
きつい,,
intense; ...,,
N3,,
TOP 10000,,
身,,
み,,
body; ...,,
N3,,
TOP 2500,,
天候,,
てんこう,,
weather,,
N3,,
TOP 5000,,
全国,,
ぜんこく,,
countrywide,,
N3,,
TOP 1000,,
中心,,
ちゅうしん,,
center; ...,,
N3,,
TOP 1000,,
すべて,,
everything; ...,,
N3,,
TOP 200,,
衛星,,
えいせい,,
satellite,,
N3,,
医療,,
いりょう,,
medical care,,
N3,,
TOP 2500,,
症状,,
しょうじょう,,
symptoms,,
N3,,
TOP 1000,,
省く,,
はぶく,,
to omit; ...,,
N3,,
TOP 10000,,
勧める,,
すすめる,,
to recommend,,
N3,,
TOP 2500,,
本人,,
ほんにん,,
the person himself,,
N3,,
TOP 2500,,
中古,,
ちゅうこ,,
used; ...,,
N3,,
TOP 5000,,
精神,,
せいしん,,
mind,,
N3,,
TOP 5000,,
供給,,
きょうきゅう,,
supply,,
N3,,
TOP 5000,,
普段,,
ふだん,,
usual,,
N3,,
TOP 1000,,
親友,,
しんゆう,,
close friend,,
N3,,
TOP 10000,,
診察,,
しんさつ,,
medical examination,,
N3,,
TOP 5000,,
活動,,
かつどう,,
action; ...,,
N3,,
TOP 400,,
光景,,
こうけい,,
scene,,
N3,,
TOP 5000,,
パス,,
path; ...,,
N3,,
TOP 5000,,
親戚,,
しんせき,,
relative,,
N3,,
TOP 10000,,
州,,
す,,
sandbank,,
N3,,
活用,,
かつよう,,
practical use; ...,,
N3,,
TOP 1000,,
いつまでも,,
forever,,
N3,,
TOP 5000,,
プラン,,
plan,,
N3,,
TOP 1000,,
事態,,
じたい,,
situation,,
N3,,
TOP 5000,,
生命,,
せいめい,,
life,,
N3,,
TOP 5000,,
就く,,
つく,,
to ascend; ...,,
N3,,
タオル,,
towel,,
N3,,
TOP 5000,,
論文,,
ろんぶん,,
thesis,,
N3,,
TOP 5000,,
夜中,,
よなか,,
middle of the night,,
N3,,
TOP 10000,,
候補,,
こうほ,,
candidate; ...,,
N3,,
TOP 5000,,
髪の毛,,
かみのけ,,
hair (head),,
N3,,
TOP 5000,,
発明,,
はつめい,,
invention; ...,,
N3,,
TOP 10000,,
盛り,,
さかり,,
peak; ...,,
N3,,
就職,,
しゅうしょく,,
finding employment,,
N3,,
TOP 2500,,
親しい,,
したしい,,
intimate,,
N3,,
TOP 10000,,
論争,,
ろんそう,,
controversy,,
N3,,
活気,,
かっき,,
energy,,
N3,,
TOP 10000,,
パスポート,,
passport,,
N3,,
TOP 10000,,
がっかり,,
feel disappointed,,
N3,,
TOP 10000,,
プラス,,
plus; ...,,
N3,,
TOP 2500,,
堀,,
ほり,,
moat; ...,,
N3,,
生地,,
きじ,,
cloth; ...,,
N3,,
TOP 2500,,
論じる,,
ろんじる,,
to argue,,
N3,,
発展,,
はってん,,
development; ...,,
N3,,
TOP 2500,,
銀,,
ぎん,,
silver (Ag); ...,,
N3,,
TOP 5000,,
キャンプ,,
camp,,
N3,,
