Words,Reading,Meaning
高原,,
こうげん,,
tableland,,
N1,,
TOP 10000,,
回覧,,
かいらん,,
circulation,,
N1,,
悪者,,
わるもの,,
bad fellow,,
N1,,
おのずから,,
naturally,,
N1,,
耳鼻科,,
じびか,,
otolaryngology,,
N1,,
欲望,,
よくぼう,,
desire,,
N1,,
TOP 10000,,
浴室,,
よくしつ,,
bathroom,,
N1,,
TOP 10000,,
回路,,
かいろ,,
circuit; ...,,
N1,,
TOP 10000,,
当選,,
とうせん,,
being elected; ...,,
N1,,
TOP 5000,,
刊行,,
かんこう,,
publication,,
N1,,
TOP 10000,,
賠償,,
ばいしょう,,
compensation,,
N1,,
TOP 10000,,
下取り,,
したどり,,
trade in,,
N1,,
TOP 10000,,
当人,,
とうにん,,
the one concerned,,
N1,,
相対,,
あいたい,,
confrontation,,
N1,,
蒸留,,
じょうりゅう,,
distillation,,
N1,,
静的,,
せいてき,,
static,,
N1,,
欲深い,,
よくぶかい,,
greedy,,
N1,,
了承,,
りょうしょう,,
acknowledgement,,
N1,,
略奪,,
りゃくだつ,,
pillage,,
N1,,
理屈,,
りくつ,,
theory,,
N1,,
TOP 10000,,
作戦,,
さくせん,,
tactics; ...,,
N1,,
TOP 5000,,
権力,,
けんりょく,,
power,,
N1,,
TOP 10000,,
高まる,,
たかまる,,
to rise,,
N1,,
TOP 2500,,
解剖,,
かいぼう,,
dissection; ...,,
N1,,
杖,,
つえ,,
cane,,
N1,,
抑制,,
よくせい,,
control,,
N1,,
TOP 5000,,
抑圧,,
よくあつ,,
check,,
N1,,
世論,,
よろん,,
public opinion,,
N1,,
悪,,
あく,,
evil,,
N1,,
TOP 10000,,
寄りかかる,,
よりかかる,,
to lean against; ...,,
N1,,
作物,,
さくぶつ,,
literary work,,
N1,,
畳,,
じょう,,
counter for tatami mats; ...,,
N1,,
保守,,
ほしゅ,,
maintenance; ...,,
N1,,
TOP 10000,,
夜更け,,
よふけ,,
late at night,,
N1,,
夜更かし,,
よふかし,,
staying up late,,
N1,,
特権,,
とっけん,,
privilege,,
N1,,
回収,,
かいしゅう,,
collection,,
N1,,
TOP 5000,,
長官,,
ちょうかん,,
secretary,,
N1,,
のどか,,
tranquil,,
N1,,
養成,,
ようせい,,
training,,
N1,,
TOP 10000,,
権威,,
けんい,,
authority,,
N1,,
条約,,
じょうやく,,
treaty,,
N1,,
TOP 10000,,
香辛料,,
こうしんりょう,,
spices,,
N1,,
青春,,
せいしゅん,,
youth,,
N1,,
TOP 10000,,
悪化,,
あっか,,
(suffer) deterioration,,
N1,,
TOP 5000,,
干し物,,
ほしもの,,
things dried in the sun,,
N1,,
権限,,
けんげん,,
power,,
N1,,
TOP 10000,,
特産,,
とくさん,,
specialty,,
N1,,
養う,,
やしなう,,
to support; ...,,
N1,,
TOP 10000,,
社交,,
しゃこう,,
social life,,
N1,,
情,,
じょう,,
feelings; ...,,
N1,,
情け,,
なさけ,,
pity; ...,,
N1,,
保護,,
ほご,,
care,,
N1,,
TOP 2500,,
加入,,
かにゅう,,
becoming a member,,
N1,,
TOP 2500,,
大方,,
おおかた,,
perhaps,,
N1,,
誠実,,
せいじつ,,
sincere,,
N1,,
TOP 10000,,
誠に,,
まことに,,
indeed,,
N1,,
TOP 5000,,
大便,,
だいべん,,
feces,,
N1,,
とんだ,,
unthinkable; ...,,
N1,,
戸,,
こ,,
"counter for houses, households, apartments, etc.",,
N1,,
情勢,,
じょうせい,,
state of things,,
N1,,
情熱,,
じょうねつ,,
passion,,
N1,,
TOP 10000,,
社宅,,
しゃたく,,
company owned house,,
N1,,
保険,,
ほけん,,
insurance,,
N1,,
TOP 2500,,
特許,,
とっきょ,,
patent; ...,,
N1,,
TOP 10000,,
特技,,
とくぎ,,
special skill,,
N1,,
一同,,
いちどう,,
all present,,
N1,,
TOP 10000,,
偽造,,
ぎぞう,,
forgery,,
N1,,
マーク,,
mark; ...,,
N1,,
TOP 2500,,
西日,,
にしび,,
westering sun,,
N1,,
保温,,
ほおん,,
retaining warmth,,
N1,,
TOP 10000,,
保管,,
ほかん,,
charge,,
N1,,
TOP 5000,,
全盛,,
ぜんせい,,
height of prosperity,,
N1,,
現像,,
げんぞう,,
developing (film),,
N1,,
一敗,,
いっぱい,,
one defeat,,
N1,,
解除,,
かいじょ,,
cancellation,,
N1,,
TOP 5000,,
社,,
やしろ,,
shrine,,
N1,,
現地,,
げんち,,
actual place,,
N1,,
TOP 2500,,
どうにか,,
in some way or other,,
N1,,
TOP 10000,,
保つ,,
たもつ,,
to keep,,
N1,,
TOP 2500,,
作り,,
つくり,,
making; ...,,
N1,,
TOP 2500,,
保育,,
ほいく,,
nursing,,
N1,,
TOP 10000,,
ニュアンス,,
nuance,,
N1,,
TOP 10000,,
得点,,
とくてん,,
score,,
N1,,
TOP 5000,,
ポンプ,,
pump,,
N1,,
TOP 10000,,
未定,,
みてい,,
not yet fixed,,
N1,,
TOP 10000,,
加味,,
かみ,,
seasoning; ...,,
N1,,
未知,,
みち,,
not yet known,,
N1,,
TOP 10000,,
弁論,,
べんろん,,
discussion,,
N1,,
まし,,
better; ...,,
N1,,
TOP 5000,,
間違う,,
まちがう,,
to make a mistake,,
N1,,
TOP 2500,,
調停,,
ちょうてい,,
arbitration,,
N1,,
道場,,
どうじょう,,
dojo; ...,,
N1,,
TOP 10000,,
てっきり,,
surely,,
N1,,
スペース,,
space,,
N1,,
TOP 2500,,
ミュージック,,
music,,
N1,,
TOP 10000,,
斜面,,
しゃめん,,
slope,,
N1,,
TOP 10000,,
驚き,,
おどろき,,
surprise,,
N1,,
TOP 5000,,
てんで,,
(not) at all,,
N1,,
現行,,
げんこう,,
present,,
N1,,
TOP 10000,,
溜まり,,
たまり,,
pile; ...,,
N1,,
冴える,,
さえる,,
to be clear; ...,,
N1,,
調理,,
ちょうり,,
cooking,,
N1,,
TOP 5000,,
驚異,,
きょうい,,
wonder,,
N1,,
調和,,
ちょうわ,,
harmony,,
N1,,
TOP 10000,,
不調,,
ふちょう,,
bad condition,,
N1,,
TOP 5000,,
仰ぐ,,
あおぐ,,
to look up (at); ...,,
N1,,
興奮,,
こうふん,,
excitement,,
N1,,
TOP 5000,,
調印,,
ちょういん,,
signature,,
N1,,
源,,
みなもと,,
source; ...,,
N1,,
年頃,,
としごろ,,
approximate age; ...,,
N1,,
TOP 10000,,
新婚,,
しんこん,,
newly-wed,,
N1,,
胴,,
どう,,
trunk; ...,,
N1,,
年号,,
ねんごう,,
name of an era,,
N1,,
未熟,,
みじゅく,,
unripe; ...,,
N1,,
調べ,,
しらべ,,
investigation; ...,,
N1,,
TOP 10000,,
知的,,
ちてき,,
intellectual,,
N1,,
TOP 10000,,
蝶,,
ちょう,,
butterfly,,
N1,,
TOP 10000,,
応急,,
おうきゅう,,
emergency,,
N1,,
知性,,
ちせい,,
intelligence,,
N1,,
でかい,,
huge,,
N1,,
TOP 10000,,
玄人,,
くろうと,,
expert; ...,,
N1,,
新人,,
しんじん,,
new face; ...,,
N1,,
TOP 5000,,
郷愁,,
きょうしゅう,,
nostalgia,,
N1,,
郷里,,
きょうり,,
birth-place,,
N1,,
加工,,
かこう,,
manufacturing,,
N1,,
TOP 2500,,
未婚,,
みこん,,
unmarried,,
N1,,
流通,,
りゅうつう,,
circulation of money or goods; ...,,
N1,,
TOP 5000,,
脅迫,,
きょうはく,,
threat,,
N1,,
興じる,,
きょうじる,,
to amuse oneself,,
N1,,
好調,,
こうちょう,,
favourable,,
N1,,
TOP 10000,,
好評,,
こうひょう,,
popularity,,
N1,,
TOP 5000,,
グレー,,
grey (gray); ...,,
N1,,
TOP 5000,,
切れ目,,
きれめ,,
break,,
N1,,
年鑑,,
ねんかん,,
yearbook,,
N1,,
減少,,
げんしょう,,
decrease,,
N1,,
TOP 2500,,
興業,,
こうぎょう,,
industrial enterprise,,
N1,,
甥,,
おい,,
nephew,,
N1,,
減点,,
げんてん,,
subtract,,
N1,,
新興,,
しんこう,,
rising,,
N1,,
レバー,,
lever; ...,,
N1,,
TOP 10000,,
スピード,,
speed,,
N1,,
TOP 2500,,
好意,,
こうい,,
good will,,
N1,,
TOP 10000,,
振動,,
しんどう,,
oscillation,,
N1,,
TOP 10000,,
対して,,
たいして,,
for,,
N1,,
TOP 10000,,
切り替える,,
きりかえる,,
to change,,
N1,,
TOP 5000,,
政策,,
せいさく,,
political measures,,
N1,,
TOP 5000,,
対応,,
たいおう,,
interaction; ...,,
N1,,
TOP 300,,
振興,,
しんこう,,
promotion,,
N1,,
TOP 10000,,
街頭,,
がいとう,,
in the street,,
N1,,
流し,,
ながし,,
sink; ...,,
N1,,
スプリング,,
spring,,
N1,,
街道,,
かいどう,,
highway; ...,,
N1,,
TOP 10000,,
未開,,
みかい,,
savage land,,
N1,,
好況,,
こうきょう,,
prosperous conditions,,
N1,,
不審,,
ふしん,,
incomplete understanding,,
N1,,
不振,,
ふしん,,
dullness,,
N1,,
値打ち,,
ねうち,,
value,,
N1,,
脅す,,
おどす,,
to threaten,,
N1,,
該当,,
がいとう,,
corresponding to,,
N1,,
TOP 5000,,
未,,
ひつじ,,
eighth sign of Chinese zodiac,,
N1,,
味覚,,
みかく,,
taste,,
N1,,
TOP 10000,,
味わい,,
あじわい,,
flavour; ...,,
N1,,
TOP 2500,,
洪水,,
こうずい,,
flood,,
N1,,
混血,,
こんけつ,,
mixed race,,
N1,,
茶の間,,
ちゃのま,,
living room,,
N1,,
真珠,,
しんじゅ,,
pearl,,
N1,,
茶の湯,,
ちゃのゆ,,
tea ceremony,,
N1,,
真実,,
しんじつ,,
truth,,
N1,,
TOP 5000,,
良識,,
りょうしき,,
good sense,,
N1,,
良質,,
りょうしつ,,
good quality,,
N1,,
TOP 10000,,
良心,,
りょうしん,,
conscience,,
N1,,
良好,,
りょうこう,,
favorable,,
N1,,
TOP 5000,,
むやみに,,
thoughtlessly; ...,,
N1,,
衣類,,
いるい,,
clothes,,
N1,,
TOP 10000,,
真上,,
まうえ,,
just above,,
N1,,
セックス,,
sexual intercourse,,
N1,,
TOP 2500,,
反乱,,
はんらん,,
insurrection,,
N1,,
若干,,
じゃっかん,,
some; ...,,
N1,,
TOP 2500,,
混同,,
こんどう,,
confusion,,
N1,,
もしくは,,
or,,
N1,,
TOP 2500,,
素材,,
そざい,,
raw materials,,
N1,,
TOP 1000,,
構える,,
かまえる,,
to set up; ...,,
N1,,
TOP 5000,,
家出,,
いえで,,
running away from home,,
N1,,
蓄積,,
ちくせき,,
accumulation,,
N1,,
TOP 5000,,
構想,,
こうそう,,
plan,,
N1,,
TOP 10000,,
根本,,
こんげん,,
root,,
N1,,
TOP 5000,,
根気,,
こんき,,
patience,,
N1,,
根拠,,
こんきょ,,
basis,,
N1,,
TOP 5000,,
メディア,,
media,,
N1,,
TOP 2500,,
炒める,,
いためる,,
to fry,,
N1,,
TOP 10000,,
眠たい,,
ねむたい,,
sleepy,,
N1,,
居住,,
きょじゅう,,
residence,,
N1,,
TOP 10000,,
秩序,,
ちつじょ,,
order,,
N1,,
些事,,
さじ,,
something small or petty,,
N1,,
窒息,,
ちっそく,,
suffocation,,
N1,,
お宮,,
おみや,,
Shinto shrine,,
N1,,
出血,,
しゅっけつ,,
bleeding; ...,,
N1,,
TOP 10000,,
ファン,,
fan; ...,,
N1,,
TOP 1000,,
凌ぐ,,
しのぐ,,
to endure; ...,,
N1,,
TOP 10000,,
根底,,
こんてい,,
root,,
N1,,
にじむ,,
to run; ...,,
N1,,
お供,,
おとも,,
attendant,,
N1,,
TOP 10000,,
学説,,
がくせつ,,
theory,,
N1,,
メッセージ,,
message,,
N1,,
TOP 2500,,
運営,,
うんえい,,
management,,
N1,,
TOP 1000,,
畜生,,
ちくしょう,,
beast; ...,,
N1,,
邸宅,,
ていたく,,
mansion,,
N1,,
不良,,
ふりょう,,
bad; ...,,
N1,,
TOP 10000,,
おい,,
hey!; ...,,
N1,,
TOP 10000,,
涸れる,,
かれる,,
to dry up,,
N1,,
両立,,
りょうりつ,,
compatibility,,
N1,,
TOP 10000,,
真ん円い,,
まんまるい,,
perfectly round,,
N1,,
真ん前,,
まんまえ,,
right in front,,
N1,,
畜産,,
ちくさん,,
animal husbandry,,
N1,,
うんざり,,
tedious,,
N1,,
えい,,
ray (fish),,
N1,,
個別,,
こべつ,,
particular case,,
N1,,
TOP 5000,,
コーナー,,
corner; ...,,
N1,,
TOP 2500,,
古,,
いにしえ,,
antiquity,,
N1,,
TOP 10000,,
洒落る,,
しゃれる,,
to dress stylishly; ...,,
N1,,
構え,,
かまえ,,
structure; ...,,
N1,,
洒落,,
しゃらく,,
frank,,
N1,,
真下,,
ました,,
right under,,
N1,,
TOP 200,,
ほっぺた,,
cheek,,
N1,,
学芸,,
がくげい,,
arts and sciences,,
N1,,
学士,,
がくし,,
university graduate; ...,,
N1,,
根回し,,
ねまわし,,
making necessary arrangements; ...,,
N1,,
遅らす,,
おくらす,,
to retard,,
N1,,
遅れ,,
おくれ,,
delay,,
N1,,
TOP 10000,,
オドオド,,
coweringly,,
N1,,
隔たる,,
へだたる,,
to be distant,,
N1,,
こもる,,
to seclude oneself; ...,,
N1,,
TOP 10000,,
不明,,
ふめい,,
unclear; ...,,
N1,,
TOP 2500,,
毟る,,
むしる,,
to pluck,,
N1,,
セクション,,
section,,
N1,,
TOP 10000,,
仕掛ける,,
しかける,,
to start; ...,,
N1,,
TOP 10000,,
申告,,
しんこく,,
report,,
N1,,
TOP 10000,,
運賃,,
うんちん,,
fare; ...,,
N1,,
TOP 10000,,
築く,,
きずく,,
to build; ...,,
N1,,
TOP 5000,,
粉々,,
こなごな,,
in very small pieces,,
N1,,
諦め,,
あきらめ,,
resignation,,
N1,,
訂正,,
ていせい,,
correction,,
N1,,
TOP 10000,,
革新,,
かくしん,,
reform,,
N1,,
おっかない,,
frightening; ...,,
N1,,
セール,,
sale,,
N1,,
TOP 5000,,
檻,,
おり,,
cage,,
N1,,
うっとうしい,,
gloomy; ...,,
N1,,
出演,,
しゅつえん,,
performance; ...,,
N1,,
TOP 1000,,
革命,,
かくめい,,
revolution; ...,,
N1,,
TOP 10000,,
真っ二つ,,
まっぷたつ,,
in two equal parts,,
N1,,
提示,,
ていじ,,
presentation,,
N1,,
TOP 5000,,
鉄片,,
てっぺん,,
iron scraps,,
N1,,
残高,,
ざんだか,,
(bank) balance,,
N1,,
TOP 10000,,
残金,,
ざんきん,,
remaining money,,
N1,,
攻め,,
せめ,,
attack; ...,,
N1,,
残酷,,
ざんこく,,
cruelty,,
N1,,
御覧なさい,,
ごらんなさい,,
(please) look; ...,,
N1,,
提供,,
ていきょう,,
offer,,
N1,,
TOP 400,,
提携,,
ていけい,,
cooperation,,
N1,,
TOP 5000,,
爆破,,
ばくは,,
destructive blast,,
N1,,
化ける,,
ばける,,
to take the form of; ...,,
N1,,
おむつ,,
diaper,,
N1,,
TOP 10000,,
悟る,,
さとる,,
to perceive; ...,,
N1,,
TOP 10000,,
化する,,
かする,,
to change into,,
N1,,
TOP 5000,,
雨天,,
うてん,,
rainy weather,,
N1,,
仕える,,
つかえる,,
to serve,,
N1,,
防衛,,
ぼうえい,,
defense,,
N1,,
TOP 10000,,
防火,,
ぼうか,,
fire prevention,,
N1,,
碁盤,,
ごばん,,
Go board,,
N1,,
正当,,
せいとう,,
just,,
N1,,
TOP 10000,,
個々,,
ここ,,
individual,,
N1,,
TOP 10000,,
申し入れる,,
もうしいれる,,
to propose,,
N1,,
申し分,,
もうしぶん,,
objection,,
N1,,
小売,,
こうり,,
retail,,
N1,,
正常,,
せいじょう,,
normalcy,,
N1,,
TOP 5000,,
辞退,,
じたい,,
declining,,
N1,,
ドライブイン,,
drive-in; ...,,
N1,,
辞職,,
じしょく,,
resignation,,
N1,,
嘘つき,,
うそつき,,
liar,,
N1,,
漠然,,
ばくぜん,,
obscure,,
N1,,
TOP 10000,,
迫害,,
はくがい,,
persecution,,
N1,,
渦,,
うず,,
whirlpool,,
N1,,
ドライ,,
dry,,
N1,,
TOP 10000,,
ドライクリーニング,,
dry cleaning,,
N1,,
覚え,,
おぼえ,,
memory,,
N1,,
TOP 10000,,
確立,,
かくりつ,,
establishment; ...,,
N1,,
TOP 5000,,
金槌,,
かなづち,,
hammer; ...,,
N1,,
化合,,
かごう,,
chemical combination,,
N1,,
遭難,,
そうなん,,
disaster,,
N1,,
旧知,,
きゅうち,,
old friend,,
N1,,
拘束,,
こうそく,,
restriction,,
N1,,
TOP 10000,,
ガレージ,,
garage,,
N1,,
ドライバー,,
driver; ...,,
N1,,
TOP 5000,,
爆弾,,
ばくだん,,
bomb; ...,,
N1,,
TOP 10000,,
膨張,,
ぼうちょう,,
expansion,,
N1,,
控除,,
こうじょ,,
subtraction,,
N1,,
TOP 10000,,
控える,,
ひかえる,,
to be temperate in; ...,,
N1,,
TOP 5000,,
寛容,,
かんよう,,
tolerance,,
N1,,
薄弱,,
はくじゃく,,
feebleness,,
N1,,
見渡す,,
みわたす,,
to look out over,,
N1,,
合成,,
ごうせい,,
composition; ...,,
N1,,
TOP 5000,,
虚しい,,
むなしい,,
empty; ...,,
N1,,
走行,,
そうこう,,
running a wheeled vehicle,,
N1,,
TOP 5000,,
書き取る,,
かきとる,,
to write down,,
N1,,
送金,,
そうきん,,
remittance,,
N1,,
TOP 10000,,
酸化,,
さんか,,
oxidation,,
N1,,
TOP 10000,,
酸,,
さん,,
acid; ...,,
N1,,
TOP 5000,,
賛美,,
さんび,,
praise,,
N1,,
自立,,
じりつ,,
independence,,
N1,,
TOP 10000,,
網,,
あみ,,
net; ...,,
N1,,
TOP 10000,,
ブザー,,
buzzer,,
N1,,
マスコミ,,
mass communication,,
N1,,
TOP 5000,,
装備,,
そうび,,
equipment,,
N1,,
TOP 2500,,
庶務,,
しょむ,,
general affairs,,
N1,,
盲点,,
もうてん,,
blind spot,,
N1,,
酪農,,
らくのう,,
dairy (farm),,
N1,,
愚か,,
おろか,,
foolish,,
N1,,
乱れる,,
みだれる,,
to be disordered; ...,,
N1,,
TOP 10000,,
見晴らし,,
みはらし,,
view,,
N1,,
乱す,,
みだす,,
to throw out of order,,
N1,,
合議,,
ごうぎ,,
consultation,,
N1,,
愚痴,,
ぐち,,
idle complaint; ...,,
N1,,
TOP 10000,,
壕,,
ごう,,
moat; ...,,
N1,,
アクセル,,
accelerator; ...,,
N1,,
TOP 10000,,
庶民,,
しょみん,,
masses,,
N1,,
TOP 10000,,
装飾,,
そうしょく,,
ornament,,
N1,,
TOP 10000,,
猛烈,,
もうれつ,,
violent,,
N1,,
下痢,,
げり,,
diarrhoea,,
N1,,
TOP 10000,,
官僚,,
かんりょう,,
bureaucrat,,
N1,,
TOP 10000,,
下吏,,
かり,,
lower official,,
N1,,
見地,,
けんち,,
point of view,,
N1,,
合唱,,
がっしょう,,
chorus,,
N1,,
TOP 10000,,
所定,,
しょてい,,
fixed,,
N1,,
TOP 10000,,
所得,,
しょとく,,
income,,
N1,,
TOP 10000,,
ノイローゼ,,
neurosis,,
N1,,
合わせ,,
あわせ,,
joint together,,
N1,,
TOP 10000,,
たくましい,,
burly; ...,,
N1,,
落下,,
らっか,,
fall,,
N1,,
TOP 10000,,
見苦しい,,
みぐるしい,,
unsightly,,
N1,,
復興,,
ふっこう,,
revival,,
N1,,
TOP 5000,,
復旧,,
ふっきゅう,,
restoration,,
N1,,
TOP 10000,,
見合い,,
みあい,,
formal marriage interview,,
N1,,
合意,,
ごうい,,
agreement,,
N1,,
TOP 10000,,
葬る,,
ほうむる,,
to bury; ...,,
N1,,
見合わせる,,
みあわせる,,
to exchange glances; ...,,
N1,,
自動詞,,
じどうし,,
intransitive verb,,
N1,,
所属,,
しょぞく,,
attached to,,
N1,,
TOP 2500,,
復活,,
ふっかつ,,
revival; ...,,
N1,,
TOP 2500,,
落ち着き,,
おちつき,,
calmness; ...,,
N1,,
TOP 10000,,
落ち込む,,
おちこむ,,
to feel down; ...,,
N1,,
TOP 5000,,
白状,,
はくじょう,,
confession,,
N1,,
絡む,,
からむ,,
to entangle; ...,,
N1,,
TOP 5000,,
合間,,
あいま,,
interval,,
N1,,
TOP 10000,,
辟易,,
へきえき,,
to be stumped; ...,,
N1,,
きしむ,,
to jar,,
N1,,
あし,,
common reed,,
N1,,
しつけ,,
discipline,,
N1,,
義理,,
ぎり,,
duty; ...,,
N1,,
耐える,,
たえる,,
to bear; ...,,
N1,,
TOP 5000,,
点検,,
てんけん,,
inspection,,
N1,,
TOP 10000,,
下番,,
かばん,,
going off duty,,
N1,,
脱退,,
だったい,,
secession,,
N1,,
脱出,,
だっしゅつ,,
escape; ...,,
N1,,
TOP 10000,,
色彩,,
しきさい,,
colour,,
N1,,
TOP 10000,,
すれ違い,,
すれちがい,,
passing each other,,
N1,,
所在,,
しょざい,,
whereabouts,,
N1,,
かかと,,
heel,,
N1,,
TOP 10000,,
自尊心,,
じそんしん,,
self-respect,,
N1,,
所持,,
しょじ,,
possession,,
N1,,
TOP 10000,,
ブーツ,,
boots,,
N1,,
TOP 10000,,
ブーム,,
boom,,
N1,,
TOP 5000,,
点線,,
てんせん,,
dotted line,,
N1,,
たどり着く,,
たどりつく,,
to struggle on to,,
N1,,
TOP 5000,,
たどる,,
to follow (road),,
N1,,
TOP 10000,,
合わす,,
あわす,,
to match; ...,,
N1,,
自転,,
じてん,,
rotation,,
N1,,
職務,,
しょくむ,,
professional duties,,
N1,,
隔週,,
かくしゅう,,
every other week,,
N1,,
転落,,
てんらく,,
fall; ...,,
N1,,
転任,,
てんにん,,
change of post,,
N1,,
慕う,,
したう,,
to yearn for; ...,,
N1,,
独創,,
どくそう,,
originality,,
N1,,
敬具,,
けいぐ,,
Yours sincerely,,
N1,,
勧誘,,
かんゆう,,
invitation,,
N1,,
TOP 10000,,
巻,,
まき,,
roll; ...,,
N1,,
TOP 5000,,
察する,,
さっする,,
to guess; ...,,
N1,,
TOP 10000,,
みすぼらしい,,
shabby,,
N1,,
初版,,
しょはん,,
first edition,,
N1,,
穂,,
ほ,,
ear; ...,,
N1,,
TOP 10000,,
点火,,
てんか,,
ignition,,
N1,,
もたらす,,
to bring,,
N1,,
TOP 5000,,
募る,,
つのる,,
to grow violent; ...,,
N1,,
TOP 10000,,
募金,,
ぼきん,,
fund-raising,,
N1,,
見せびらかす,,
みせびらかす,,
to show off,,
N1,,
脱する,,
だっする,,
to escape from,,
N1,,
けなす,,
to speak ill of,,
N1,,
見世物,,
みせもの,,
show,,
N1,,
威力,,
いりょく,,
power,,
N1,,
TOP 10000,,
いやいや,,
unwillingly; ...,,
N1,,
恵む,,
めぐむ,,
to bless; ...,,
N1,,
恵み,,
めぐみ,,
blessing,,
N1,,
TOP 10000,,
錯覚,,
さっかく,,
optical illusion; ...,,
N1,,
錯誤,,
さくご,,
mistake,,
N1,,
惜しむ,,
おしむ,,
to be frugal; ...,,
N1,,
豪儀,,
ごうぎ,,
great; ...,,
N1,,
転校,,
てんこう,,
change schools,,
N1,,
植民地,,
しょくみんち,,
colony; ...,,
N1,,
転勤,,
てんきん,,
job transfer,,
N1,,
TOP 10000,,
転居,,
てんきょ,,
moving,,
N1,,
補償,,
ほしょう,,
compensation,,
N1,,
TOP 5000,,
風土,,
ふうど,,
natural features,,
N1,,
補足,,
ほそく,,
supplement,,
N1,,
TOP 10000,,
意欲,,
いよく,,
will,,
N1,,
TOP 10000,,
補充,,
ほじゅう,,
supplementation; ...,,
N1,,
TOP 10000,,
補助,,
ほじょ,,
assistance; ...,,
N1,,
TOP 5000,,
冊,,
さつ,,
counter for books; ...,,
N1,,
TOP 5000,,
織る,,
おる,,
to weave,,
N1,,
漂う,,
ただよう,,
to drift; ...,,
N1,,
TOP 5000,,
反発,,
はんぱつ,,
opposition; ...,,
N1,,
TOP 10000,,
家計,,
かけい,,
household economy,,
N1,,
TOP 10000,,
織物,,
おりもの,,
textile,,
N1,,
補給,,
ほきゅう,,
supply,,
N1,,
TOP 10000,,
職員,,
しょくいん,,
staff member,,
N1,,
TOP 5000,,
補強,,
ほきょう,,
compensation,,
N1,,
TOP 10000,,
独占,,
どくせん,,
monopoly; ...,,
N1,,
TOP 10000,,
達者,,
たっしゃ,,
in good health; ...,,
N1,,
達成,,
たっせい,,
achievement,,
N1,,
TOP 2500,,
独裁,,
どくさい,,
dictatorship,,
N1,,
独自,,
どくじ,,
original; ...,,
N1,,
TOP 2500,,
掲載,,
けいさい,,
publication; ...,,
N1,,
TOP 1000,,
掲げる,,
かかげる,,
to publish; ...,,
N1,,
TOP 5000,,
一面,,
いちめん,,
one face; ...,,
N1,,
TOP 5000,,
携わる,,
たずさわる,,
to engage in,,
N1,,
TOP 5000,,
疑惑,,
ぎわく,,
doubt,,
N1,,
TOP 10000,,
携帯,,
けいたい,,
something carried; ...,,
N1,,
TOP 2500,,
にもかかわらず,,
in spite of,,
N1,,
TOP 2500,,
柵,,
さく,,
fence,,
N1,,
譲歩,,
じょうほ,,
concession,,
N1,,
個性,,
こせい,,
individuality,,
N1,,
TOP 5000,,
形成,,
けいせい,,
formation; ...,,
N1,,
TOP 5000,,
歩み,,
あゆみ,,
walking; ...,,
N1,,
形勢,,
けいせい,,
condition,,
N1,,
転換,,
てんかん,,
conversion,,
N1,,
TOP 10000,,
歩む,,
あゆむ,,
to walk,,
N1,,
TOP 10000,,
転回,,
てんかい,,
revolution,,
N1,,
形態,,
けいたい,,
form,,
N1,,
TOP 5000,,
転じる,,
てんじる,,
to turn,,
N1,,
もろい,,
brittle,,
N1,,
植わる,,
うわる,,
to be planted,,
N1,,
民宿,,
みんしゅく,,
pension,,
N1,,
一部分,,
いちぶぶん,,
part,,
N1,,
税務署,,
ぜいむしょ,,
tax office,,
N1,,
欺く,,
あざむく,,
to deceive; ...,,
N1,,
犠牲,,
ぎせい,,
victim,,
N1,,
TOP 10000,,
なんか,,
things like ...,,
N1,,
TOP 1000,,
反撃,,
はんげき,,
counterattack,,
N1,,
捕虜,,
ほりょ,,
prisoner (of war),,
N1,,
技,,
わざ,,
technique,,
N1,,
TOP 2500,,
反響,,
はんきょう,,
echo; ...,,
N1,,
TOP 10000,,
特有,,
とくゆう,,
characteristic (of),,
N1,,
TOP 5000,,
限定,,
げんてい,,
limit,,
N1,,
TOP 1000,,
遅くとも,,
おそくとも,,
at the latest,,
N1,,
作用,,
さよう,,
action,,
N1,,
TOP 2500,,
生ける,,
いける,,
to arrange; ...,,
N1,,
禅,,
ぜん,,
dhyana; ...,,
N1,,
ございます,,
to be,,
N1,,
TOP 1000,,
意向,,
いこう,,
intention,,
N1,,
TOP 10000,,
繕う,,
つくろう,,
to mend; ...,,
N1,,
ねじ回し,,
ねじまわし,,
screwdriver,,
N1,,
借り,,
かり,,
borrowing,,
N1,,
歩,,
ふ,,
pawn,,
N1,,
膳,,
ぜん,,
small dining table; ...,,
N1,,
反感,,
はんかん,,
antipathy,,
N1,,
契機,,
けいき,,
opportunity,,
N1,,
民主,,
みんしゅ,,
democracy; ...,,
N1,,
契る,,
ちぎる,,
to pledge; ...,,
N1,,
反射,,
はんしゃ,,
reflection; ...,,
N1,,
TOP 10000,,
おろそか,,
neglect; ...,,
N1,,
TOP 10000,,
削減,,
さくげん,,
cut,,
N1,,
TOP 5000,,
生かす,,
いかす,,
to make (the best) use of; ...,,
N1,,
TOP 2500,,
育成,,
いくせい,,
rearing,,
N1,,
TOP 5000,,
一変,,
いっぺん,,
complete change,,
N1,,
措置,,
そち,,
measure,,
N1,,
TOP 5000,,
一別,,
いちべつ,,
parting,,
N1,,
戦,,
いくさ,,
war; ...,,
N1,,
捕鯨,,
ほげい,,
whaling,,
N1,,
捕獲,,
ほかく,,
capture,,
N1,,
TOP 10000,,
技能,,
ぎのう,,
technical skill,,
N1,,
TOP 10000,,
密か,,
